
12248,Lisinopril 20 Mg Po Tabs *H*,Lisinopril 20 Mg Po Tabs,

12258,Lithium Carbonate 300 Mg Po Caps,Lithium Carbonate 300 Mg Oral Capsule,

1232086,rivaroxaban 20 MG Oral Tablet,Rivaroxaban 20 Mg Po Tabs,

1232088,XARELTO,Xarelto 20 Mg Po Tabs,

12393,Lorazepam 0.5 Mg Or Tabs,Lorazepam 0.5 Mg Po Tabs,Lorazepam 0.5mg Tab (Ativan Equiv),Lorazepam 0.5 Mg Oral Tabs,

12394,Lorazepam 1 Mg Po Tabs,Lorazepam 1 Mg Oral Tabs,Lorazepam 1 Mg Or Tabs,

12405010000330,Acyclovir 800 Mg Po Tabs,Acyclovir 800 Mg Or Tabs,

12405085100320,Valacyclovir Hcl 1 G Po Tabs,Valacyclovir Hcl 1 G Or Tabs,Valtrex 1 G Po Tabs,

1242963,Exenatide Er 2 Mg Sc Susr,Exenatide Er 2 Mg Subcutaneous Extended Release Suspension,

1242968,Bydureon 2 Mg Sc Susr,Bydureon 2 Mg Subcutaneous Extended Release Suspension,

1243440,Tylenol 8 Hour 650 Mg Tablet,Extended Release,Tylenol Arthritis Pain 650 Mg Po Tbcr,

1245468,Stool Softener 250 Mg Or Caps,Docusate Sodium 250 Mg Oral Cap,Docusate Sodium 250 Mg Po Caps,Docusate Sodium 250 Mg Or Caps,

1246316,Budesonide-Formoterol Fumarate 160-4.5 McG/Act Inhal Aero,Budesonide-Formoterol Fumarate 160-4.5 McG/Act In Aero,Budesonide-Formoterol Fumarate 160-4.5 McG/Act Inh Aero,

1246317,Symbicort 160 McG-4.5 McG/Actuation Hfa Aerosol Inhaler,Symbicort 160-4.5 McG/Act In Aero,

1247756,Docusate Sodium 100 MG Oral Capsule [Colace],Colace 100 Mg Po Caps,Colace 100 Mg Capsule,Colace 100 Mg Po Cap,Colace 100 Mg Oral Cap,

124879,Prenatal Vitamins 0.8 Mg Po Tabs,Prenatal Vitamins 0.8 Mg Or Tabs,

12504060200120,Oseltamivir Phosphate 75 Mg Po Caps,Tamiflu 75 Mg Po Caps,Oseltamivir Phosphate 75 Mg Oral Caps,Tamiflu 75 Mg Oral Caps,Oseltamivir Phosphate 75 Mg Or Caps,Tamiflu 75 Mg Or Caps,

1252016,Viorele (28) 0.15 Mg-0.02 Mg (21)/0.01 Mg (5) Tablet,Viorele 0.15-0.02/0.01 Mg (21/5) Po Tabs,

12659,Macrobid 100 Mg Po Caps,Macrobid 100 Mg Or Caps,

1291082,Hydrocortisone Acetate 25 Mg Rect Supp,Hydrocortisone Acetate 25 Mg Rectal Suppository,Hydrocortisone Acetate 25 Mg Re Supp,

1291103,Anusol-Hc 25 Mg Re Supp,Anusol-Hc 25 Mg Suppository (Hydrocortisone Acetate),

1291866,120 ACTUAT Azelastine hydrochloride 0.137 MG/ACTUAT / Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler [Dymista],Dymista 137 McG-50 McG/Spray Nasal Spray,

13000020100305,Hydroxychloroquine Sulfate 200 Mg Po Tabs,Plaquenil 200 Mg Po Tabs,Hydroxychloroquine Sulfate 200 Mg Oral Tabs,Plaquenil 200 Mg Oral Tabs,

1306292,Elviteg 150 Mg-Cobi 150 Mg-Emtricit 200 Mg-Tenofov Diso 300 Mg Tablet,Elvitegrav-Cobicist-Emtricit-Tenof 150 Mg-150 Mg-200 Mg-300 Mg Tablet (Elvitegr/Cobicist/Emtric/Tenof),

1306298,Stribild 150 Mg-150 Mg-200 Mg-300 Mg Tablet,Stribild 150-150-200-300 Mg Oral Tab,Stribild 150 Mg-150 Mg-200 Mg-300 Mg Tablet (Elvitegr/Cobicist/Emtric/Tenof),

13086,Medroxyprogesterone Acetate 10 Mg Or Tabs,Medroxyprogesterone Acetate 10 Mg Oral Tabs,Medroxyprogesterone Acetate 10 Mg Po Tabs,

13310-146-01,Bactrim Ds 800-160 Mg Po Tabs,Bactrim Ds 800 Mg-160 Mg Tablet,

133470,Lisdexamfetamine Dimesylate 60 Mg Po Caps,Lisdexamfetamine Dimesylate 60 Mg Or Caps,

13364,Methocarbamol 500 Mg Po Tabs,Methocarbamol 500 Mg Oral Tabs,

13365,Methocarbamol 750 Mg Po Tabs,Methocarbamol 750 Mg Or Tabs,

13410,Methylphenidate Hcl 5 Mg Or Tabs,Methylphenidate Hcl 5 Mg Po Tabs,

13414,Methylprednisolone 4 Mg Or Kit,Methylprednisolone 4 Mg Po Kit,

13461,Metronidazole 500 Mg Po Tabs,Metronidazole 500 Mg Oral Tabs,Metronidazole 500 Mg Oral Tablet,

13539,Ortho Micronor 0.35 Mg Or Tabs,Ortho Micronor 0.35 Mg Po Tabs,

1357010,BROMPHENIR-PSEUDOEPHED-DM SYR,Brompheniramine-Pseudoephedrine-Dm 2 Mg-30 Mg-10 Mg/5 Ml Syrup,

1358617,Methylprednisolone Acetate 80 Mg/Ml Ij Susp,Methylprednisolone Acetate 80 Mg/Ml Inj Susp,

1358763,Norethin Ace-Eth Estrad-Fe 1-20 Mg-McG Po Tabs,Norethindrone 1 Mg & Eth. Estradiol 20 McG (21)-Iron 75 Mg (7) Tablet,

1358765,Junel Fe 1/20 (28) 1 Mg-20 McG (21)/75 Mg (7) Tablet,Junel Fe 1/20 1-20 Mg-McG Po Tabs,

1358776,Norethindrone Acetate 1 Mg-Ethinyl Estradiol 20 McG Tablet,Norethindrone Acet-Ethinyl Est 1-20 Mg-McG Po Tabs,Norethindrone Ac-Eth Estradiol 1-20 Mg-McG Oral Tab,

1359023,Norethindrone-Ethinyl Estradiol-Iron 1.5 Mg-30 McG Tab (Noreth A-Et Estra/Fe Fumarate),Norethin Ace-Eth Estrad-Fe 1.5-30 Mg-McG Po Tabs,Norethindrone 1.5 Mg & Eth.Estradiol 30 McG (21)-Iron 75 Mg (7) Tablet,

1359024,Gildess Fe 1.5/30 1.5-30 Mg-McG Po Tabs,Gildess Fe 1.5 Mg-30 McG (21)/75 Mg (7) Tablet,

1359027,Microgestin Fe 1.5/30 (28) 1.5 Mg-30 McG Tab (Noreth A-Et Estra/Fe Fumarate),Microgestin Fe 1.5/30 (28) 1.5 Mg-30 McG (21)/75 Mg (7) Oral Tab,

1359615,Triamcinolone Acetonide 55 McG Nasal Spray Aerosol,Triamcinolone Acetonide 55 McG Na Spra,Triamcinolone Acetonide 55 McG Nasl Spra,

1359779,Fluticasone 100 McG-Salmeterol 50 McG/Dose Blistr Powdr For Inhalation,Fluticasone-Salmeterol 100-50 McG/Dose Inhl Dsdv,

1359858,Fluticasone 500 McG-Salmeterol 50 McG/Dose Blistr Powdr For Inhalation,Fluticasone-Salmeterol 500-50 McG/Dose In Dsdv,

1360074,Beclomethasone Dipropionate 40 McG/Actuation Inhale Aero,Beclomethasone Dipropionate 40 McG/Actuation Aerosol Inhaler,Beclomethasone Dipropionate 40 McG/Actuation Inhl Aero,

1360201,Albuterol Sulfate Hfa 90 McG/Actuation Aerosol Inhaler,Albuterol Sulfate 90 McG/Actuation In Hfaa,Albuterol Sulfate 90 McG/Actuation Inhl Hfaa,

1360256,Glucagon (Rdna) 1 Mg Ij Kit,Glucagon Emergency 1 Mg Ij Kit,Glucagon (Rdna) 1 Mg Inj Kit,

1364445,Apixaban 5 Mg Tablet,Apixaban 5 Mg Oral Tabs,Apixaban 5 Mg Po Tabs,

1364447,Eliquis 5 Mg Tablet,Eliquis 5 Mg Po Tabs,

13668-081-30,Montelukast 10 Mg Oral Tab,Montelukast 10 Mg Tablet,Montelukast 10 Mg Tab,Montelukast 10 Mg Oral Tablet,

13668-110-05,Duloxetine 30 Mg Capsule,Delayed Release,Duloxetine 30 Mg Oral Cpdr,

13668-111-05,Duloxetine 60 Mg Oral Cpdr,Duloxetine 60 Mg Capsule,Delayed Release,Duloxetine 60 Mg Cap, Delayed Release,

13668-185-05,Sildenafil 20 Mg Tablet,Sildenafil 20 Mg Tab,

13668-217-05,Aripiprazole 5 Mg Tablet,Aripiprazole 5 Mg Oral Tab,

1367410,VIT D2,Ergocalciferol 50000 Units Po Caps,Vitamin D2 50,000 Unit Capsule,Ergocalciferol (Vitamin D2) 50,000 Unit Capsule,Vitamin D (Ergocalciferol) 50000 Units Po Caps,Vitamin D2 50000 Unit Oral Cap,Ergocalciferol 50000 Units Or Caps,Ergocalciferol (Vitamin D2) 50000 Unit Oral Cap,

1367436,Etonogestrel-Ethinyl Estradiol 0.12-0.015 Mg/24hr Va Ring,Etonogestrel-Ethinyl Estradiol 0.12-0.015 Mg/24hr Vag Ring,Etonogestrel-Ethinyl Estradiol 0.12 Mg -0.015 Mg/24 Hr Vaginal Ring,

1367439,NUVARING VAGINAL RING,Nuvaring 0.12-0.015 Mg/24hr Vag Ring,Nuvaring 0.12-0.015 Mg/24 Hr Vagl Ring,Nuvaring 0.12-0.015 Mg/24hr Va Ring,Nuvaring 0.12 Mg -0.015 Mg/24 Hr Vaginal,

1375948,Doxylamine-Pyridoxine 10-10 Mg Oral Tbec,Doxylamine-Pyridoxine 10 Mg-10 Mg Tablet,Delayed Release,Doxylamine-Pyridoxine 10-10 Mg Po Tbec,

1375954,Diclegis 10-10 Mg Oral Tbec,Diclegis 10-10 Mg Oral Tbec Dr Tab,Diclegis 10 Mg-10 Mg Tablet,Delayed Release,Diclegis 10-10 Mg Po Tbec,

1376336,Prednisolone Acetate 1 % Op Susp,Prednisolone Acetate 1 % Opht Susp Drops,Prednisolone Acetate 1 % Eye Drops,Suspension,Prednisolone Acetate 1 % Ophthalmic Drps,

137954,Vitamin D3 2000 Units Po Caps,Vitamin D3 2000 Units Oral Caps,

138766,Citranatal Assure 35-1 & 300 Mg Po Misc,Citranatal Assure 35-1 & 300 Mg Oral Misc,

13925-509-10,Prenatal Plus 27-1 Mg Po Tabs,Prenatal Plus 27-1 Mg Oral Tabs,

13986,Multiple Vitamin Po Tabs,Multiple Vitamin Oral Tabs,

14033,Multivitamins Po Caps,Multivitamins Or Caps,

140851,Dexlansoprazole 60 Mg Po Cpdr,Dexlansoprazole 60 Mg Or Cpdr,

141927,Xanax 0.25 Mg Po Tabs,Xanax 0.25 Mg Tablet,Xanax 0.25 Mg Tab (Alprazolam),

141963,AZITHROMYCIN,Azithromycin 200 Mg/5 Ml Oral Susp,

142046,Metronidazole 0.75 % Va Gel,Metronidazole 0.75 % Vaginal Gel,Metronidazole 0.75 % Vagl Gel,

1426853,Magnesium 250 Mg Po Tabs,Magnesium 100 Mg Po Tabs,

142764,Ketorolac Tromethamine 60 Mg/2ml Im Soln,Ketorolac Tromethamine 60 Mg/2ml Im/Ij Soln,

1442442,Calcium Carbonate-Vitamin D3 600 Mg(1,500 Mg)-400 Unit Chewable Tablet,Calcium 600 With Vitamin D3 600 Mg(1,500 Mg)-400 Unit Chewable Tablet,

14430,Naproxen 250 Mg Oral Tabs,Naproxen 250 Mg Or Tabs,

14432,Naproxen 500 Mg Or Tabs,Naproxen 500 Mg Po Tabs,Naproxen 500 Mg Oral Tabs,

144450,Pnv64-Iron Cbn&Gluc-Fa-Dss-Dha 90 Mg Iron-1 Mg -50 Mg-300 Mg Oral Cmpk,Citranatal 90 Dha (New Formula 90 Mg Iron-1 Mg -50 Mg-300 Mg Oral Cmpk,Prenatal Vit #19-Iron-Folic Acid-Dha 22 Mg-6 Mg-1 Mg-200 Mg Capsule,Pnv38-Iron Cbn&Gluc-Fa-Dss-Dha 35 Mg-1 Mg-50 Mg-300 Mg Oral Combo Pack,Docosahexanoic Acid-Epa Oral Cap,Select-Ob + Dha 29 Mg Iron-1 Mg -250 Mg Oral Cmpk,Select-Ob + Dha 29 Mg Iron-1 Mg-250 Mg Oral Pack,Omega 3-Dha-Epa-Fish Oil 980-1,400 Mg Oral Cpdr Sr Cap,Pnv66-Iron Fumarate-Fa-Dss-Dha 26-1.2-55-300 Mg Po Cap,Virtprex 26-1.2-55-300 Mg Po Cap,Fish Oil-Dha-Epa 1,200-144-216 Mg Oral Cap,Omega3-Dha-Epa-Other Omega3s-Fish Oil 350 Mg- 400 Mg Capsule,Omega 3 350 Mg- 400 Mg Capsule,

147462,Vitamin D (Ergocalciferol) 50000 Units Po Caps,Ergocalciferol 50000 Units Or Caps,

147582,Tamsulosin Hcl 0.4 Mg Po Caps,Tamsulosin Hcl 0.4 Mg Or Caps,

147793,Diclofenac Sodium 1 % Td Gel,Diclofenac Sodium 1 % Transdermal Gel,

147800,Voltaren 1 % Td Gel,Voltaren 1 % Transdermal Gel,

148608,Norgestim-Eth Estrad Triphasic 0.18/0.215/0.25 Mg-35 McG Po Tabs,Norgestim-Eth Estrad Triphasic 0.18/0.215/0.25 Mg-35 McG Or Tabs,

1488100,Progesterone 8 % Va Gel,Progesterone 8 % Va Gel *S*,

1488103,Crinone 8 % Va Gel,Crinone 8 % Vaginal Gel,

1490668,Qvar 80 McG/Actuation Inhl Aero,QVAR,Qvar 80 McG/Actuation Metered Aerosol Oral Inhaler,Qvar 80 McG/Act In Aers,

1490949,Prenatal Plus 27-1 Mg Po Tabs,Prenatal Plus 27-1 Mg Oral Tabs,

15010,Nitroglycerin 0.4mg Sublingual Tab (Nitroquick/Nitrostat/Nit,Nitroglycerin 0.4 Mg Sl Subl,

150390,Singulair 10 Mg Tablet,Singulair 10 Mg Tab,

150529,Multivitamin Tablet,Multivitamin Oral Tab,

150773,Losartan 50 Mg Tablet,Losartan 50 Mg Oral Tab,

150971,Nifedipine 30 Mg Po Tr24,Nifedipine 30 Mg Oral Tr24 Sr Tab,

150994,Advair Diskus 500-50 McG/Dose Inhalation Aepb,Quetiapine 25 Mg Oral Tab,Advair Diskus 500-50 McG/Dose In Aepb,

151029,Mometasone Furoate 0.1 % Ext Oint,Mometasone 0.1 % Top Oint,

151226,Topiramate 50 Mg Po Tabs,Topiramate 50 Mg Oral Tab,Topiramate 50 Mg Tablet,

151227,Topamax 50 Mg Tablet,Topamax 50 Mg Po Tabs,

151828,Fluoxetine 40 Mg Oral Cap,Fluoxetine 40 Mg Capsule,

152028,Cyclobenzaprine 10 Mg Tablet,Cyclobenzaprine 10 Mg Oral Tab,Cyclobenzaprine 10 Mg Oral Tablet,

152695,Meloxicam 15 Mg Po Tabs,Meloxicam 15 Mg Tablet,Meloxicam 15 Mg Oral Tab,Meloxicam 15 Mg Or Tabs,

152729,Amoxicillin 500 Mg Capsule,Amoxicillin 500 Mg Oral Cap,

152894,Furosemide 40 Mg Tablet,Furosemide 40 Mg Oral Tab,

153124,Femara 2.5 Mg Tablet,Femara 2.5 Mg Po Tabs,

153263,Medroxyprogesterone 10 Mg Oral Tab,Medroxyprogesterone 10 Mg Po Tab,Medroxyprogesterone 10 Mg Tablet,

153566,Latanoprost 0.005 % Eye Drops,Latanoprost 0.005 % Opht Drop,

153580,Mirena 20 McG/24 Hr (5 Years) Intrauterine Device,Mirena 20 McG/24 Hr (5 Years) Utrn Iud,

153638,Seroquel 25 Mg Oral Tab,Seroquel 25 Mg Po Tabs,

153685,Metolazone 2.5 Mg Tablet,Metolazone 2.5 Mg Oral Tab,

153892,Singulair 10 Mg Po Tabs,Singulair 10 Mg Tablet,Singulair 10 Mg Tab,Singulair 10 Mg Or Tabs,

1540241,Clindamycin Phos-Benzoyl Perox 1.2-5 % Ex Gel,Clindamycin-Benzoyl Peroxide 1.2 %(1 % Base) -5 % Top Gel,

1540356,PROCTOSOL-HC,Proctosol Hc 2.5 % Rectal Cream,

154168,Miralax 17 Gram/Dose Oral Powd,Miralax 17 Gram/Dose Oral Powder,

1543069,Lidocaine 5 % Ex Oint,Lidocaine 5 % Topical Ointment,Lidocaine 5 % Ointment,

1546888,Abacavir-Dolutegravir-Lamivud 600-50-300 Mg Po Tabs,Abacavir 600 Mg-Dolutegravir 50 Mg-Lamivudine 300 Mg Tablet,

1546894,Triumeq 600-50-300 Mg Po Tabs,Triumeq 600 Mg-50 Mg-300 Mg Tablet,

1547104,Suvorexant 10 Mg Po Tabs,Suvorexant 10 Mg Tablet,

1547110,Belsomra 10 Mg Po Tabs,Belsomra 10 Mg Tablet,

1547116,Suvorexant 20 Mg Oral Tablet,Suvorexant 20 Mg Tablet,

154877,Fluconazole 100 Mg Po Tab,Fluconazole 100 Mg Tablet,

154892,Atorvastatin 40 Mg Tablet,Atorvastatin 40 Mg Oral Tab,

1550045,Lactobac. Acidophilus-Bifidobac. Animalis 1.5 Billion Cell Capsule,One-A-Day Trubiotics 1.5 Billion Cell Capsule,

155071,Methocarbamol 500 Mg Oral Tab,Methocarbamol 500 Mg Po Tab,Methocarbamol 500 Mg Tablet,

1551468,Naltrexone-Bupropion Hcl Er 8-90 Mg Po Tb12,Naltrexone-Bupropion Hcl Er 8-90 Mg Or Tb12,

1551474,Contrave 8-90 Mg Po Tb12,Contrave 8-90 Mg Or Tb12,

155199,Mesalamine 4 Gram/60 Ml Rect Enema,Mesalamine 4 Gram/60 Ml Pr Enem,

1552009,Spiriva Respimat 2.5 McG/Actuation Inhl Mist,Spiriva Respimat 2.5 McG/Act Inh Aers,

155610,Buspirone 5 Mg Tablet,Buspirone 5 Mg Oral Tab,Buspirone 5 Mg Oral Tablet,

155661,Lamotrigine 150 Mg Oral Tab,Lamotrigine 150 Mg Tablet,

155744,Metformin 500 Mg Oral Tab,Metformin 500 Mg Tablet,Metformin 500 Mg Oral Tablet,

156036,Fentanyl 50 McG/Hr Td Pt72,Fentanyl 50 McG/Hr Transdermal Patch,

156201,Augmentin 875 Mg-125 Mg Tablet,Augmentin 875-125 Mg Oral Tab,Augmentin 875 Mg-125 Mg Tab (Amoxicillin Tr/Potassium Clavulanate),

157320,Qvar 80 McG/Actuation Inhl Aero,Qvar 80 McG/Actuation Metered Aerosol Oral Inhaler,

157802,Bupropion Hcl Sr 150 Mg Tablet,Sustained-Release,Bupropion Hcl 150 Mg Oral Sr Tab,

158184,Levothyroxine 137 McG Tablet,Levothyroxine 137 McG Oral Tab,

158585,Atorvastatin 80 Mg Tablet,Atorvastatin 80 Mg Oral Tab,

158839,Carvedilol 25 Mg Oral Tab,Carvedilol 25 Mg Tablet,

158856,Levonorgestrel 20 McG/24 Hr (5 Years) Intrauterine Device,Levonorgestrel 20 McG/24 Hr (5 Years) Utrn Iud,Levonorgestrel 20 McG/24 Hr (5 Years) Iu Iud,Levonorgestrel 20 McG/24 Hr Intrauterine Device,

158986,Adderall 20 Mg Tablet,Adderall 20 Mg Oral Tab,

159256,Sennosides 8.6 Mg Tablet,Sennosides 8.6 Mg Po Tab,

159268,Nystatin 100,000 Unit/Ml Oral Suspension,Nystatin 100,000 Unit/Ml Oral Susp,

159422,Colace 100 Mg Capsule,Colace 100 Mg Po Cap,Colace 100 Mg Oral Cap,

159437,Norgestimate-Ethinyl Estradiol 0.25-35 Mg-McG Oral Tab,Norgestimate 0.25 Mg-Ethinyl Estradiol 35 McG Tablet,Norgestimate-Ethinyl Estradiol 0.25 Mg-35 McG Tab,Norgestimate-Ethinyl Estradiol 0.25-35 Mg-McG Po Tabs,

1594432,Gonal-F Rff Pen 300 Unit/0.5ml Sc Soln,Gonal-F Rff Redi-Ject 300/0.5 Unit/Ml Subq Pen Injector,

159557,Venlafaxine 37.5 Mg Oral 24hr Sr Cap,Venlafaxine Er 37.5 Mg Capsule,Extended Release 24 Hr,

1597075,Androgel Pump 20.25 Mg/Act (1.62%) Td Gel,Androgel 20.25 Mg/1.25 Gram (1.62 %) Td Glpm,

1597094,Hpv 9-Valent Recomb Vaccine Im Susp,Human Papillomavirus Vaccine,9-Valent (Pf) 0.5 Ml Im Suspension,

159747,Potassium Chloride Er 10 Meq Capsule,Extended Release,Potassium Chloride 10 Meq Oral Cper,

15987,Oxybutynin 5mg Tab (Ditropan Equiv),Oxybutynin Chloride 5 Mg Po Tabs,

15990,Oxycodone-Acetaminophen 5-325mg Tab (Percocet Equiv),Oxycodone-Acetaminophen 5-325 Mg Po Tabs,Oxycodone-Acetaminophen 5-325 Mg Or Tabs,Oxycodone-Acetaminophen 5-325 Mg Oral Tabs,

159940,Clonidine Hcl 0.1 Mg Oral Tab,Clonidine Hcl 0.1 Mg Tablet,Clonidine Hcl 0.1 Mg Po Tab,

16000035000310,Metronidazole 500 Mg Po Tabs,Metronidazole 500 Mg Oral Tabs,Flagyl 500 Mg Oral Tabs,Flagyl 500 Mg Po Tabs,Metronidazole 500 Mg Oral Tablet,

160401,Acetaminophen 325 Mg Oral Tab,Acetaminophen 325 Mg Tablet,

1604539,Insulin Glargine 300 Unit/Ml Sc Sopn,Insulin Glargine 300 Unit/Ml (1.5 Ml) Subcutaneous Pen,

160510,Prednisone 10 Mg Tablet,Prednisone 10 Mg Oral Tab,

160594,Venlafaxine Er 75 Mg Capsule,Extended Release 24 Hr,Venlafaxine 75 Mg Oral 24hr Sr Cap,Venlafaxine 75 Mg Oral Cp24,Venlafaxine 75 Mg Po Cp24,

161354,Norethin-Eth Estrad-Fe Biphas 1 Mg-10 McG / 10 McG Oral Tabs,Norethin-Eth Estrad-Fe Biphas 1 Mg-10 McG / 10 McG Po Tabs,

161399,Loratadine 10 Mg Oral Tbdl,Loratadine 10 Mg Oral Rap Dis Tab,

162053,Desogestrel-Ethinyl Estradiol 0.15 Mg-30 McG Tab (Desogestrel-Ethinyl Estradiol),Desogestrel 0.15 Mg-Ethinyl Estradiol 0.03 Mg Tablet,

162148,Lo Loestrin Fe 1 Mg-10 McG / 10 McG Oral Tabs,Lo Loestrin Fe 1 Mg-10 McG / 10 McG Po Tabs,Lo Loestrin Fe 1 Mg-10 McG / 10 McG Or Tabs,

16220020100120,Clindamycin Hcl 300 Mg Or Caps,Cleocin 300 Mg Or Caps,Clindamycin Hcl 300 Mg Po Caps,

162323,Gabapentin 600 Mg Tablet,Gabapentin 600 Mg Po Tab,Gabapentin 600 Mg Oral Tab,

16252-573-01,Ramipril 10 Mg Capsule,Ramipril 10 Mg Po Caps,

16252-590-99,Sumatriptan 25 Mg Tablet,Sumatriptan Succinate 25 Mg Oral Tab,

162744,Biotin 5000 McG Po Caps,Biotin 5000 McG Oral Caps,

163181,Atorvastatin 20 Mg Tablet,Atorvastatin 20 Mg Oral Tab,Atorvastatin 20 Mg Po Tab,

163371,Norethindrone-Ethinyl Estradiol-Iron 1.5 Mg-30 McG Tab (Noreth A-Et Estra/Fe Fumarate),Norethindrone 1.5 Mg & Eth.Estradiol 30 McG (21)-Iron 75 Mg (7) Tablet,

163757,Vitamin D3 5000 Units Po Caps,Vitamin D3 5000 Units Or Caps,

164032,Venlafaxine 75 Mg Po Tab,Venlafaxine 75 Mg Oral Tab,

164059,Neurontin 300 Mg Capsule,Neurontin 300 Mg Oral Cap,

164241,Labetalol 200 Mg Oral Tab,Labetalol 200 Mg Po Tab,Labetalol 200 Mg Tablet,Labetalol 200 Mg Tab,

164619,Ketoconazole 2 % Top Shampoo,Ketoconazole 2 % Topical Shampoo,

164763,Insulin Glargine 100 Unit/Ml Sc Soln,Insulin Glargine 100 Unit/Ml Subcutaneous Solution,

1648316,Prenate Mini 18-0.6-0.4-350 Mg Po Caps,Prenate Mini 18-0.6-0.4-350 Mg Or Caps,

1648755,Nitrofurantoin Monohyd Macro 100 Mg Po Caps,Nitrofurantoin Monohydrate 100 Mg Oral Cap,Nitrofurantoin Monohyd/M-Cryst 100 Mg Oral Cap,Nitrofurantoin Monohydrate/Macrocrystals 100 Mg Capsule,Nitrofurantoin (25% Macrocrystal Form) 100 Mg Cap (Nitrofurantoin/Nitrofuran Mac),Nitrofurantoin Monohyd Macro 100 Mg Or Caps,Nitrofurantoin Monohyd/M-Cryst 100 Mg Po Cap,Nitrofurantoin 100 Mg Po Caps,NITROFURANTOIN MONO-MCR,

1649560,Albuterol Sulfate 108 (90 Base) McG/Act Inhalation Aepb,Albuterol Sulfate 90 McG/Actuation Breath Activated Powder Inhaler,Albuterol Sulfate 108 (90 Base) McG/Act In Aepb,Albuterol Sulfate 90 McG/Actuation Inhl Aepb,

1649961,Proair Respiclick 108 (90 Base) McG/Act Inhalation Aepb,PROAIR RESPICLICK INHAL POWDER,Proair Respiclick 90 McG/Actuation Breath Activated,

1649988,Doxycycline Hyclate 100 Mg Po Caps,Doxycycline Hyclate 100 Mg Capsule,

1649990,Doxycycline Monohydrate 100 Mg Or Caps,Doxycycline Monohydrate 100 Mg Po Caps,Doxycycline Monohydrate 100 Mg Oral Cap,Doxycycline Monohydrate 100 Mg Capsule,

1650143,Doxycycline Hyclate 100 Mg Po Tabs,Doxycycline Hyclate 100 Mg Tablet,Doxycycline Hyclate 100 Mg Oral Tab,Doxycycline Hyclate 100 Mg Or Tabs,

1652639,Insulin Lispro 100 Unit/Ml Subcutaneous Pen,Insulin Lispro 100 Unit/Ml Subq Inpn,

1652640,Humalog Kwikpen 100 Unit/Ml Subcutaneous Sopn,Humalog Kwikpen 100 Unit/Ml Subq Insulin Pen,Humalog Kwikpen 100 Unit/Ml Subcutaneous,

1653202,Insulin Aspart 100 Unit/Ml Sc Sopn,Insulin Aspart 100 Unit/Ml Subcutaneous Pen,Insulin Aspart 100 Unit/Ml Sc Inpn,Insulin Aspart 100 Unit/Ml Subcut Sopn,Insulin Aspart 100 Unit/Ml Subq Inpn,

1653204,Novolog Flexpen 100 Unit/Ml Sc Sopn,Novolog Flexpen 100 Unit/Ml Subcutaneous,3 ML Insulin, Aspart, Human 100 UNT/ML Pen Injector [NovoLog],Novolog Flexpen 100 Unit/Ml Sc Inpn,Novolog Flexpen 100 Unit/Ml Subcut Sopn,Novolog Flexpen 100 Unit/Ml Subq Inpn,

1653225,Enbrel Sureclick 50 Mg/Ml (0.98 Ml) Subq Pen Injector,Enbrel Sureclick 50 Mg/Ml (0.98 Ml) Subcutaneous Pen Injector,

1654862,Insulin Nph (Human) (Isophane) 100 Unit/Ml Sq Supn,Insulin Nph Human Recomb 100 Unit/Ml (3 Ml) Sc Inpn,

16562,Pepcid 20 Mg Or Tabs,Pepcid 20 Mg Oral Tabs,

1657844,Influenza Vac Split Quad 0.5 Ml Im Susy (Syringe),Influenza Vac Split Quad 0.5 Ml Im Susy,

16591,Percocet 5-325 Mg Po Tabs,Percocet 5-325 Mg Or Tabs,

1660933,Mometasone-Formoterol Hfa 100 McG-5 McG/Actuation Aerosol Inhaler,Mometasone Furo-Formoterol Fum 100-5 McG/Act In Aero,

1660934,Dulera 100-5 McG/Actuation Inhl Hfaa,Dulera 100-5 McG/Act In Aero,

1660937,Mometasone-Formoterol Hfa 200 McG-5 McG/Actuation Aerosol Inhaler,Mometasone Furo-Formoterol Fum 200-5 McG/Act Inh Aero,

1660938,Dulera 200-5 McG/Actuation Inhl Hfaa,Dulera 200 McG-5 McG/Actuation Hfa Aerosol Inhaler,

166221,Ferrous Sulfate 324 (65 Fe) Mg Po Tbec,Ferrous Sulfate 324 (65 Fe) Mg Or Tbec,

1665679,Ketorolac 30 Mg/Ml (1 Ml) Inj Soln,Ketorolac Tromethamine 30 Mg/Ml Ij Soln,

167106,Clindamycin Hcl 300 Mg Oral Cap,Clindamycin 300 Mg Capsule,

167135,Albuterol Sulfate 2.5 Mg /3 Ml (0.083 %) Inhl Neb Soln,Albuterol Sulfate 2.5 Mg /3 Ml (0.083 %) Inhale Nebu,Albuterol Sulfate 2.5 Mg/3 Ml (0.083 %) Solution For Nebulization,Albuterol Sulfate 2.5 Mg/3 Ml (0.083 %) Neb Solution,Albuterol Sulfate 2.5 Mg /3 Ml (0.083 %) Inhl Nebu,

